model_name,arm,log_loss,brier_score,roc_auc,pr_auc,score_mean,score_standard_deviation,score_minimum,score_maximum
s_learner,0,0.00802937988191843,0.0016410939861088991,0.9618754735467194,0.23383497778003523,,,,
s_learner,1,0.012165475636720657,0.002606560941785574,0.9587214227088755,0.2431691811313475,,,,
t_learner,0,0.008041027002036572,0.001646947581321001,0.9621317078532698,0.22825154833535208,,,,
t_learner,1,0.01215347833931446,0.0026044417172670364,0.9585637933269717,0.2440972738832096,,,,
s_learner,uplift_score,,,,,0.0009262067615054548,0.0050976211205124855,-3.5880657378584146e-06,0.13439646363258362
t_learner,uplift_score,,,,,0.0009905655169859529,0.006366349291056395,-0.13459178805351257,0.301978200674057
x_learner,uplift_score,,,,,0.0009872359223663807,0.005012538284063339,-0.014090750366449356,0.07853119820356369
