outcome_name,model_name,target_fraction,selected_population_fraction,selected_rows,treatment_rows,control_rows,treatment_rate,control_rate,cumulative_uplift,cumulative_gain,uplift_ci_lower,uplift_ci_upper,random_gain,gain_above_random,endpoint_gain,gain_above_response,incremental_gain_ci_lower,incremental_gain_ci_upper,gain_above_response_ci_lower,gain_above_response_ci_upper,analysis_status
conversion,constant_ate,0.1,0.1000000357685901,279575.0,237900.0,41675.0,0.002959226565783943,0.0017036592681463707,0.0012555672976375721,351.02522723702424,0.0008034475596567347,0.0017076870356184095,329.64438755229224,21.380839684731995,3296.443875522922,-2088.003248883497,220.66959343252347,451.62149680542683,-2515.683569744797,-1697.0860280982197,exploratory_completion_requested_after_initial_test_review
conversion,constant_ate,0.2,0.2000000715371802,559150.0,475583.0,83567.0,0.003023657279591575,0.001830866251032106,0.0011927910285594691,666.9491036190271,0.000863613825509521,0.0015219682316094173,659.2887751045845,7.660328514442654,3296.443875522922,-2154.6947458568384,481.3783082969944,830.6967985018675,-2546.9576289457086,-1770.8433529050374,exploratory_completion_requested_after_initial_test_review
conversion,constant_ate,0.3,0.3000001073057703,838725.0,713337.0,125388.0,0.003053255333734266,0.0019060835167639646,0.0011471718169703013,962.161682188416,0.0008739013739981909,0.0014204422599424118,988.9331626568766,-26.771480468460595,3296.443875522922,-2061.259548691793,674.6501013816928,1196.9316093312698,-2401.1306330602383,-1704.0899630769998,exploratory_completion_requested_after_initial_test_review
conversion,constant_ate,0.4,0.4000001430743604,1118300.0,951091.0,167209.0,0.003061746983201397,0.0019137725840116262,0.001147974399189771,1283.7797706139208,0.000910884963427406,0.001385063834952136,1318.577550209169,-34.79777959524813,3296.443875522922,-1862.8209494190583,,,,,exploratory_completion_requested_after_initial_test_review
conversion,constant_ate,0.5,0.5000001788429504,1397875.0,1188735.0,209140.0,0.003079744434209475,0.001883905517834943,0.0011958389163745319,1671.6333252270488,0.000984983829134899,0.0014066940036141647,1648.221937761461,23.411387465587723,3296.443875522922,-1545.2258119657067,,,,,exploratory_completion_requested_after_initial_test_review
conversion,constant_ate,0.75,0.7500000894214752,2096812.0,1782679.0,314133.0,0.0030919756164738575,0.0019036522746734663,0.0011883233418003912,2491.6906429671617,0.0010154730137035832,0.0013611736698971992,2472.3329066421916,19.35773632497012,3296.443875522922,-790.8822914000775,,,,,exploratory_completion_requested_after_initial_test_review
conversion,constant_ate,1.0,1.0,2795749.0,2376531.0,419218.0,0.003104104259527858,0.0019250127618565998,0.001179091497671258,3296.443875522922,0.0010287331471794628,0.0013294498481630534,3296.443875522922,0.0,3296.443875522922,0.0,,,,,exploratory_completion_requested_after_initial_test_review
conversion,segment_uplift,0.05,0.050000196727245545,139788.0,119911.0,19877.0,0.02066532678403149,0.013885395180359209,0.006779931603672282,947.7530790141409,0.004964827686666612,0.008595035520677951,164.82219377614612,782.9308852379947,3296.443875522922,-1023.763432657657,,,,,exploratory_completion_requested_after_initial_test_review
conversion,segment_uplift,0.1,0.1000000357685901,279575.0,239684.0,39891.0,0.020802389813254118,0.01346168308641047,0.007340706726843648,2052.278083157313,0.0060736778574757505,0.008607735596211547,329.64438755229224,1722.6336956050209,3296.443875522922,-386.750392963208,1690.8215211153802,2399.09455045222,-619.3233916486304,-135.5142791922745,exploratory_completion_requested_after_initial_test_review
conversion,segment_uplift,0.2,0.2000000715371802,559150.0,478111.0,81039.0,0.013971650934615602,0.008872271375510556,0.005099379559105046,2851.3180804735866,0.004373069496379425,0.005825689621830668,659.2887751045845,2192.029305369002,3296.443875522922,29.674230997721224,2447.716928557075,3297.411804007192,-85.24868352131276,154.3184163479679,exploratory_completion_requested_after_initial_test_review
conversion,segment_uplift,0.3,0.3000001073057703,838725.0,715439.0,123286.0,0.009842907641322321,0.006253751439741739,0.0035891562015805826,3010.315035170674,0.003093200975206343,0.0040851114279548215,988.9331626568766,2021.3818725137976,3296.443875522922,-13.106195709534859,2549.543912222967,3471.6176820209184,-73.78468853265443,53.76227700277879,exploratory_completion_requested_after_initial_test_review
conversion,segment_uplift,0.4,0.4000001430743604,1118300.0,952207.0,166093.0,0.007543527825357301,0.0047443299838042545,0.0027991978415530467,3130.342946208772,0.0024258199698564374,0.003172575713249656,1318.577550209169,1811.765395999603,3296.443875522922,-16.257773824207106,,,,,exploratory_completion_requested_after_initial_test_review
conversion,segment_uplift,0.5,0.5000001788429504,1397875.0,1189152.0,208723.0,0.006099304378246011,0.003799293800874844,0.002300010577371167,3215.1272858427196,0.0020012768035767006,0.002598744351165633,1648.221937761461,1566.9053480812586,3296.443875522922,-1.7318513500358677,,,,,exploratory_completion_requested_after_initial_test_review
conversion,segment_uplift,0.75,0.7500000894214752,2096812.0,1783077.0,313735.0,0.004099093869754363,0.0025531101088498253,0.0015459837609045376,3241.6373016697653,0.0013460436136108764,0.0017459239081981989,2472.3329066421916,769.3043950275737,3296.443875522922,-40.93563269747392,,,,,exploratory_completion_requested_after_initial_test_review
conversion,segment_uplift,1.0,1.0,2795749.0,2376531.0,419218.0,0.003104104259527858,0.0019250127618565998,0.001179091497671258,3296.443875522922,0.0010287331471794628,0.0013294498481630534,3296.443875522922,0.0,3296.443875522922,0.0,,,,,exploratory_completion_requested_after_initial_test_review
