visit_model,conversion_model,target_fraction,score_spearman_rank_correlation,shared_selected_users,shared_as_pct_of_each_targeted_set,shared_as_pct_of_test_population,analysis_status,conversion_gain_using_visit_policy,conversion_gain_using_visit_policy_ci_lower,conversion_gain_using_visit_policy_ci_upper,conversion_gain_using_visit_policy_uplift,conversion_gain_using_conversion_policy,conversion_gain_using_conversion_policy_ci_lower,conversion_gain_using_conversion_policy_ci_upper,conversion_gain_using_conversion_policy_uplift,visit_gain_using_conversion_policy,visit_gain_using_conversion_policy_ci_lower,visit_gain_using_conversion_policy_ci_upper,visit_gain_using_conversion_policy_uplift,visit_gain_using_visit_policy,visit_gain_using_visit_policy_ci_lower,visit_gain_using_visit_policy_ci_upper,visit_gain_using_visit_policy_uplift
s_learner,s_learner,0.1,0.8883385304770984,217879,77.93221854600733,7.793224642126314,exploratory_completion_requested_after_initial_test_review,2140.7481890829517,1759.2713207190154,2522.225057446888,0.007657151709140487,2350.47052980873,1930.383747350413,2770.557312267047,0.008407298684820638,16867.671041262827,15531.814308263252,18203.5277742624,0.06033325955919816,17918.935615846804,16626.059361859152,19211.811869834455,0.0640934833795826
s_learner,s_learner,0.2,0.8883385304770984,473997,84.77099168380578,16.95420440103886,exploratory_completion_requested_after_initial_test_review,2899.2623066160636,2494.2220325819576,3304.302580650169,0.005185124397059936,2807.1271216152613,2385.413481228927,3228.840762001595,0.0050203471727001,21891.771544760995,20283.78805781782,23499.75503170417,0.039151876141931496,22208.075878236836,20622.640738015358,23793.51101845831,0.03971756394212078
s_learner,s_learner,0.3,0.8883385304770984,710008,84.65325345017735,25.395985118835775,exploratory_completion_requested_after_initial_test_review,3011.103332391499,2596.3380628153473,3425.86860196765,0.003590096077249991,3027.762251855689,2606.3528919420028,3449.171611769376,0.0036099582722056564,24494.118743944906,22786.48184729559,26201.755640594223,0.02920399266022225,24765.23662655241,23076.392988030195,26454.080265074623,0.02952724269164793
