outcome_name,model_name,target_fraction,selected_population_fraction,selected_rows,treatment_rows,control_rows,treatment_rate,control_rate,cumulative_uplift,cumulative_gain,uplift_ci_lower,uplift_ci_upper,random_gain,gain_above_random,endpoint_gain
visit,x_learner,0.85,0.8500001251900653,2376387.0,2020568.0,355819.0,0.05415803872970373,0.04193143143002481,0.012226607299678914,29055.150641062075,0.011497840113784491,0.012955374485573337,24559.319890334988,4495.830750727087,28893.317518041164
visit,x_learner,0.9,0.9000003219173109,2516175.0,2139167.0,377008.0,0.0511834746889794,0.039588019352374486,0.011595455336604915,29176.194831581874,0.010906531545622824,0.012284379127587007,26003.98576623705,3172.209065344825,28893.317518041164
visit,x_learner,0.95,0.9500001609586555,2655962.0,2258140.0,397822.0,0.04851957805981914,0.037536888357104434,0.01098268970271471,29169.606508201567,0.010328936185773085,0.011636443219656335,27448.651642139102,1720.9548660624641,28893.317518041164
visit,x_learner,1.0,1.0,2795749.0,2376531.0,419218.0,0.048632229076750945,0.03829749676779146,0.010334732308959482,28893.317518041164,0.009692640491515359,0.010976824126403606,28893.317518041164,0.0,28893.317518041164
visit,response_propensity,0.05,0.050000196727245545,139788.0,120876.0,18912.0,0.5235696085244382,0.4668464467005076,0.05672316182393061,7929.217345043612,0.049075624491867545,0.06437069915599368,1444.6658759020584,6484.551469141554,28893.317518041164
visit,response_propensity,0.1,0.1000000357685901,279575.0,240713.0,38862.0,0.37393493496404434,0.323452215531882,0.050482719432162315,14113.706285246779,0.04544613358209472,0.05551930528222991,2889.3317518041167,11224.374533442662,28893.317518041164
visit,response_propensity,0.15,0.15000023249583563,419363.0,360021.0,59342.0,0.2819613300335258,0.23777425769269658,0.04418707234082922,18530.423218067164,0.04045980264834364,0.0479143420333148,4333.997627706174,14196.42559036099,28893.317518041164
visit,response_propensity,0.2,0.2000000715371802,559150.0,478795.0,80355.0,0.22316231372508066,0.18445647439487275,0.03870583933020791,21642.37006148575,0.03577625131528956,0.04163542734512626,5778.663503608233,15863.706557877518,28893.317518041164
visit,response_propensity,0.25,0.25000026826442573,698938.0,597588.0,101350.0,0.18358467706848197,0.15024173655648743,0.033342940511994545,23304.648155572442,0.030934100672001953,0.03575178035198714,7223.329379510291,16081.318776062151,28893.317518041164
visit,response_propensity,0.3,0.3000001073057703,838725.0,716282.0,122443.0,0.15555325974965167,0.12664668457976364,0.028906575169888038,24244.667259364345,0.02686339043921575,0.030949759900560325,8667.995255412348,15576.672003951997,28893.317518041164
