outcome_name,model_name,auuc,qini,endpoint_gain
conversion,s_learner,2971.5566339381526,1323.3346961766915,3296.443875522922
conversion,t_learner,2777.569960364583,1129.348022603122,3296.443875522922
conversion,x_learner,2858.9286740759044,1210.7067363144433,3296.443875522922
conversion,response_propensity,2981.5438548686598,1333.3219171071987,3296.443875522922
conversion,constant_ate,1674.819677164145,26.597739402684056,3296.443875522922
conversion,segment_uplift,2892.95127416392,1244.729336402459,3296.443875522922
conversion,random_uniform,1648.221937761461,0.0,3296.443875522922
