outcome_name,model_name,reference_seed,comparison_seed,spearman_rank_correlation,top_fraction,top_set_overlap,reference_mean_uplift,comparison_mean_uplift,comparison_runtime_seconds
conversion,s_learner,20260816,20260817,0.9510277571471236,0.1,0.9545449665966514,0.0009262067615054548,0.00096460385248065,682.2700170410099
conversion,t_learner,20260816,20260817,0.8758053931291793,0.1,0.8954995831290725,0.0009905655169859529,0.0009923805482685566,682.2700170410099
conversion,x_learner,20260816,20260817,0.9529515419022576,0.1,0.9383245724836562,0.0009872359223663807,0.0009906718041747808,682.2700170410099
